CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
850,Spain,Female,32,9,0.0,2,True,True,18924.92,False
816,Germany,Female,38,5,130878.75,3,True,False,71905.77,True
536,France,Male,35,8,0.0,2,True,False,64833.28,False
753,France,Male,35,3,0.0,2,True,True,184843.77,False
631,Spain,Male,27,10,134169.62,1,True,True,176730.02,False
703,France,Male,37,1,149762.08,1,True,False,20629.4,True
774,France,Male,26,2,93844.69,1,True,False,28415.36,False
785,France,Male,28,8,0.0,2,True,False,77231.27,False
571,France,Female,33,1,0.0,2,True,False,102750.7,False
621,Germany,Male,46,6,141078.37,1,False,False,34580.8,True
605,Germany,Female,31,1,117992.59,1,True,True,183598.77,False
611,France,Female,40,8,100812.33,2,True,False,147358.27,False
569,France,Male,38,7,0.0,1,True,True,108469.2,False
658,France,Male,29,4,80262.6,1,True,True,20612.82,False
788,Spain,Male,34,6,156478.62,1,False,True,181196.76,False
525,France,Female,23,5,0.0,2,True,False,160249.1,False
798,France,Male,37,8,0.0,3,False,False,110783.28,False
486,Germany,Male,37,9,115217.99,2,True,False,144995.33,False
615,Spain,Male,61,9,0.0,2,True,False,150227.85,True
730,France,Female,35,0,155470.55,1,True,True,53718.28,False
641,France,Male,37,7,0.0,2,True,False,75248.3,False
542,France,Male,39,3,135096.77,1,True,True,14353.43,True
692,France,Male,30,2,0.0,2,False,True,130486.57,False
714,Germany,Female,55,9,180075.22,1,True,True,100127.71,False
591,Spain,Male,29,1,97541.24,1,True,True,196356.17,False
710,France,Female,41,2,156067.05,1,True,True,9983.88,False
639,France,Female,38,4,81550.94,2,False,True,118974.77,False
531,France,Female,47,6,0.0,1,False,False,194998.34,True
673,France,Female,38,2,170061.92,2,False,False,134901.34,True
765,Germany,Male,36,8,92310.54,2,True,True,72924.56,False
622,France,Female,32,6,169089.38,2,True,False,101057.95,False
806,France,Male,40,5,80613.93,1,True,True,142838.64,False
757,Germany,Male,26,8,121581.56,2,True,True,127059.04,False
570,France,Female,58,8,0.0,1,False,True,116503.92,True
555,Spain,Male,32,4,0.0,2,True,True,54405.79,False
692,France,Male,54,5,0.0,2,True,True,88721.84,False
774,France,Male,60,5,85891.55,1,True,False,74135.48,True
638,Spain,Male,44,9,77637.35,2,True,True,111346.22,False
543,Spain,Female,41,4,0.0,1,False,False,194902.16,False
584,France,Male,31,5,0.0,2,True,False,31474.27,False
691,Germany,Male,30,7,116927.89,1,True,False,21198.39,False
684,Germany,Female,40,6,137326.65,1,True,False,186976.6,False
733,France,Male,22,5,0.0,2,True,True,117202.19,False
599,Spain,Female,37,2,0.0,2,True,True,143739.29,False
524,Germany,Female,31,10,67238.98,2,True,True,161811.23,False
632,Germany,Female,38,6,86569.76,2,True,False,98090.91,False
735,Spain,Male,34,5,0.0,2,False,False,71095.41,False
734,France,Male,34,6,133598.4,1,True,True,13107.24,False
605,France,Female,51,3,136188.78,1,True,True,67110.59,True
793,Spain,Male,38,9,0.0,2,True,False,88225.02,False
468,France,Female,56,10,0.0,3,False,True,62256.87,True
779,Germany,Male,37,7,120092.52,2,True,False,135925.72,False
698,France,Male,48,4,101238.24,2,False,True,177815.87,True
707,France,Male,58,6,89685.92,1,False,True,126471.13,False
850,France,Female,35,1,211774.31,1,True,False,188574.12,True
850,France,Male,56,7,131317.48,1,True,True,119175.45,False
527,Spain,Male,37,5,93722.73,2,True,True,139093.73,False
696,Germany,Male,32,8,101160.99,1,True,True,115916.55,False
661,France,Male,48,3,120320.54,1,False,False,96463.25,False
776,France,Female,31,2,0.0,2,True,True,112349.51,False
701,France,Male,43,2,0.0,2,True,True,165303.79,False
610,France,Male,26,8,0.0,2,True,False,166031.08,False
572,Germany,Female,48,3,152827.99,1,True,False,38411.79,True
673,France,Male,30,1,64097.75,1,True,True,77783.35,False
519,Spain,Female,57,2,119035.35,2,True,True,29871.79,False
702,Spain,Female,26,4,135219.57,1,False,True,59747.63,False
729,France,Male,32,6,93694.42,1,True,True,79919.13,False
543,Spain,Male,35,10,59408.63,1,True,False,76773.53,False
550,France,Female,40,7,114354.95,1,True,False,54018.93,False
608,France,Male,59,1,0.0,1,True,False,70649.64,True
639,Germany,Male,35,10,128173.9,2,True,False,59093.39,False
686,Spain,Male,34,9,0.0,2,True,False,127569.8,False
564,Germany,Female,62,5,114931.35,3,False,True,18260.98,True
745,Germany,Female,28,1,111071.36,1,True,False,73275.96,True
833,France,Male,37,8,151226.18,2,True,True,136129.49,False
622,France,Male,26,9,0.0,2,True,True,153237.59,False
597,France,Female,42,4,64740.12,1,True,True,106841.12,False
721,Spain,Male,51,0,169312.13,1,True,False,109078.35,True
504,France,Female,49,7,0.0,3,False,True,87822.14,True
842,Spain,Female,44,2,112652.08,2,True,False,126644.98,False
587,France,Male,38,0,0.0,2,True,False,47414.15,False
479,Germany,Female,30,7,143964.36,2,True,False,41879.99,False
508,France,Male,49,7,122451.46,2,True,True,75808.1,False
749,France,Male,24,1,0.0,3,True,True,47911.03,False
721,Germany,Female,36,3,65253.07,2,True,False,28737.78,False
674,Germany,Male,47,6,106901.94,1,True,True,2079.2,True
685,Spain,Female,25,10,128509.63,1,True,False,121562.33,False
417,France,Male,34,7,0.0,2,True,False,55003.79,False
574,Germany,Male,33,3,129834.67,1,True,False,193131.42,False
590,Spain,Female,51,3,154962.99,3,False,True,191932.27,True
587,Germany,Male,40,5,138241.9,2,True,False,159418.1,False
598,Germany,Male,41,3,91536.93,1,True,False,191468.78,True
741,Spain,Male,53,3,0.0,2,True,True,38913.68,False
850,Spain,Female,70,5,0.0,1,True,True,705.18,False
584,Germany,Female,29,7,105204.01,1,False,True,138490.03,False
650,Spain,Male,61,1,152968.73,1,False,True,82970.69,False
607,Spain,Male,36,8,158261.68,1,True,True,76744.72,False
509,France,Female,46,1,0.0,1,True,False,71244.59,True
689,Spain,Female,38,6,121021.05,1,True,True,12182.15,False
543,France,Male,36,4,0.0,2,True,True,141210.5,False
438,Spain,Female,54,2,0.0,1,False,False,191763.07,True
687,Spain,Female,63,1,137715.66,1,True,True,37938.74,False
737,Germany,Male,31,5,121192.22,2,True,True,74890.58,False
761,France,Male,31,7,0.0,3,True,True,166698.18,False
601,France,Male,44,1,100486.18,2,True,True,62678.53,False
651,France,Male,45,1,0.0,1,True,False,67740.08,True
745,France,Male,35,9,92566.53,2,True,False,161519.77,False
648,Spain,Female,49,10,0.0,2,True,True,159835.78,True
848,Spain,Male,40,3,110929.96,1,True,True,30876.84,False
546,France,Female,27,8,0.0,2,True,True,14858.1,False
439,Spain,Female,32,3,138901.61,1,True,False,75685.97,False
755,France,Male,30,4,123217.66,2,False,True,144183.1,False
593,France,Female,41,6,0.0,1,True,False,65170.66,False
701,France,Male,39,2,0.0,2,True,True,82526.92,False
701,Spain,Male,36,8,0.0,2,True,False,169161.46,False
607,Spain,Female,33,2,108431.87,2,False,True,109291.39,True
586,Spain,Female,57,3,0.0,2,False,True,6057.81,False
547,Germany,Female,30,9,72392.41,1,True,False,77077.14,False
647,Germany,Female,51,1,119741.77,2,False,False,54954.51,True
760,France,Female,51,2,100946.71,1,False,False,179614.8,True
621,Spain,Male,53,9,170491.84,1,True,False,35588.07,True
725,France,Male,44,5,0.0,1,True,True,117356.14,False
526,France,Male,36,1,0.0,1,True,False,160696.72,False
519,Spain,Female,47,6,157296.02,2,False,False,147278.43,True
713,Germany,Female,38,7,144606.22,1,True,True,56594.36,True
700,France,Male,38,8,134811.3,1,True,False,1299.75,False
666,France,Female,34,9,115897.12,1,True,True,25095.03,False
630,Spain,Male,32,4,82034.0,1,False,False,146326.45,False
779,Spain,Female,26,4,174318.13,2,False,True,38296.21,False
611,Germany,Female,41,2,114206.84,1,True,False,164061.6,False
685,Spain,Male,43,9,0.0,2,True,False,107811.28,False
646,Germany,Male,39,9,111574.41,1,True,True,30838.51,False
683,Germany,Female,57,5,162448.69,1,False,False,9221.78,True
484,Germany,Female,34,4,148249.54,1,False,True,33738.27,False
601,France,Female,43,8,0.0,3,False,True,110916.15,True
762,Spain,Female,26,7,123709.46,2,True,True,169654.57,False
687,France,Female,72,9,0.0,1,False,True,69829.4,False
566,France,Male,30,5,0.0,1,True,False,54926.51,True
702,France,Male,37,10,150525.8,1,True,True,94728.49,False
601,France,Male,29,9,0.0,1,True,True,80393.27,False
699,France,Male,53,4,0.0,2,False,True,111307.98,False
584,France,Male,28,10,0.0,2,True,False,19834.32,False
699,France,Male,35,5,0.0,2,True,True,78397.24,False
698,Germany,Female,51,2,111018.98,1,True,False,86410.28,False
495,France,Male,30,10,129755.99,1,False,False,172749.65,False
650,France,Female,27,6,0.0,2,True,False,1002.39,False
605,France,Female,64,2,129555.7,1,True,True,13601.79,False
667,Spain,Male,38,1,87202.38,1,True,True,77866.91,False
688,Germany,Male,26,8,146133.39,1,True,True,175296.76,False
727,Spain,Female,31,0,0.0,1,True,False,121751.04,True
754,Spain,Male,39,6,170184.99,2,True,False,89593.26,False
612,Germany,Female,62,8,140745.33,1,True,False,193437.89,True
546,Spain,Male,42,7,139070.51,1,True,True,86945.0,False
673,Spain,Female,37,8,0.0,2,True,True,183318.79,False
593,France,Male,35,9,114193.24,1,True,False,71154.1,False
656,Spain,Female,40,10,167878.5,1,False,True,151887.16,False
535,Germany,Female,53,5,141616.55,2,True,True,75888.65,False
678,Germany,Male,36,3,145747.67,2,False,True,89566.74,False
477,Spain,Female,48,2,129120.64,1,False,True,26475.79,False
850,Spain,Male,35,7,110349.82,1,False,False,126355.8,False
427,France,Male,29,1,141325.56,1,True,True,93839.3,False
752,France,Male,49,2,78653.84,1,True,False,7698.6,False
649,France,Male,47,1,0.0,2,True,True,145593.85,False
799,Spain,Female,28,3,142253.65,1,True,False,45042.56,False
589,France,Female,61,1,0.0,1,True,False,61108.56,True
583,Germany,Female,54,6,115988.86,1,True,False,57553.98,True
839,Spain,Female,33,10,75592.43,1,True,False,62674.42,False
540,Germany,Male,44,3,164113.04,2,True,True,12120.79,False
850,France,Male,31,6,67996.23,2,False,False,50129.87,True
696,Spain,Female,51,5,0.0,2,True,False,55022.43,False
660,Spain,Female,33,1,0.0,2,False,False,117834.91,False
682,France,Male,48,1,138778.15,1,False,True,168840.23,False
744,France,Female,43,10,147832.15,1,False,True,24234.11,False
785,France,Female,36,4,135438.4,1,False,False,190627.01,False
752,Spain,Male,48,5,116060.08,1,True,False,156618.38,True
706,France,Female,29,5,112564.62,1,True,False,42334.38,False
583,France,Female,27,1,125406.58,1,True,True,110784.42,False
660,Germany,Female,39,5,135134.99,1,True,False,173683.0,True
819,France,Female,39,9,133102.92,1,True,False,27046.46,True
673,France,Female,34,8,42157.08,1,True,False,20598.59,True
752,France,Female,30,3,0.0,2,True,True,104991.28,False
578,France,Male,38,7,82259.29,1,True,False,8996.97,False
438,France,Female,36,4,0.0,2,True,False,64420.5,False
652,France,Male,38,6,0.0,2,True,True,145700.22,False
629,France,Female,49,4,0.0,2,True,True,196335.48,False
720,France,Male,52,7,0.0,1,True,True,14781.12,False
668,France,Male,42,3,150461.07,1,True,False,108139.23,False
459,Germany,Male,48,4,133994.52,1,True,True,19287.06,True
729,Spain,Male,31,8,164870.81,2,True,True,9567.39,False
498,Germany,Male,25,8,121702.73,1,True,True,132210.49,False
549,Spain,Male,25,6,193858.2,1,False,True,21600.11,False
601,Germany,Female,54,1,131039.97,2,True,True,199661.5,False
544,France,Male,64,9,113829.45,1,True,True,124341.49,False
751,France,Female,30,6,0.0,2,True,False,15766.1,False
632,Germany,Female,41,3,81877.38,1,True,True,33642.21,False
694,Spain,Male,57,8,116326.07,1,True,True,117704.65,False
678,France,Male,31,2,0.0,2,True,True,58803.28,False
695,France,Male,46,4,0.0,2,True,True,137537.22,False
661,France,Female,41,1,0.0,2,False,True,131300.68,False
661,France,Male,33,9,0.0,2,True,True,84174.81,False
559,France,Female,31,3,127070.73,1,False,True,160941.78,False
503,France,Male,29,3,0.0,2,True,True,143954.99,False
695,Spain,Male,46,3,122549.64,1,True,True,56297.85,False
640,France,Female,42,5,176099.13,1,True,True,8404.73,False
624,Germany,Female,48,3,122388.38,2,False,False,30020.09,False
667,France,Male,42,9,0.0,2,False,True,58137.42,False
642,France,Male,26,0,0.0,1,False,False,47472.68,False
640,Spain,Female,32,6,118879.35,2,True,True,19131.71,False
529,Spain,Male,35,5,0.0,2,True,True,187288.5,False
563,France,Female,39,5,0.0,2,True,True,17603.81,False
593,Spain,Female,38,4,88736.44,2,True,False,67020.03,False
739,Germany,Male,45,7,102703.62,1,False,True,147802.94,True
788,Spain,Female,70,1,0.0,2,True,True,41610.62,False
684,Spain,Female,38,3,0.0,2,True,False,44255.65,False
482,France,Male,55,5,97318.25,1,False,True,78416.14,False
591,Spain,Male,58,5,128468.69,1,False,True,137254.55,False
651,Germany,Female,41,4,133432.59,1,False,True,151303.48,False
749,Germany,Female,40,8,141782.57,2,False,False,86333.63,False
583,France,Male,24,9,135125.28,1,False,False,89801.9,False
661,Spain,Male,42,2,178820.91,1,False,False,29358.57,True
715,France,Female,31,2,112212.14,2,True,True,181600.72,False
769,Germany,Female,45,5,126674.81,1,True,False,124118.71,True
625,France,Female,51,7,136294.97,1,True,False,38867.46,True
641,France,Female,36,5,66392.64,1,True,False,31106.67,False
716,Germany,Male,27,1,122552.34,2,True,False,67611.36,False
767,France,Male,43,1,76408.85,2,True,False,77837.63,False
745,Germany,Male,36,8,145071.24,1,False,False,6078.46,False
589,France,Male,34,6,0.0,2,True,True,177896.92,False
796,France,Female,45,2,109730.22,1,True,True,123882.73,False
664,France,Male,57,6,0.0,2,True,True,15304.08,False
445,Spain,Male,62,1,64119.38,1,True,True,76569.64,True
543,Germany,Female,57,1,106138.33,2,True,True,120657.32,True
746,Spain,Male,36,2,0.0,2,True,True,16436.56,False
742,Germany,Male,33,0,181656.51,1,True,True,107667.91,False
750,France,Female,32,5,0.0,2,True,False,95611.47,False
669,France,Male,30,7,95128.86,1,False,False,19799.26,False
594,Spain,Female,49,2,126615.94,2,False,True,123214.74,False
574,Spain,Male,36,1,0.0,2,False,True,71709.12,False
659,Germany,Male,36,2,76190.48,2,True,True,149066.14,False
750,Germany,Male,40,5,168286.81,3,True,False,20451.99,True
626,Germany,Male,35,4,88109.81,1,True,True,32825.5,False
620,France,Male,42,4,0.0,2,True,False,6232.31,False
580,France,Female,35,8,0.0,2,False,True,10357.03,False
686,France,Female,34,3,123971.51,2,True,False,147794.63,False
540,France,Male,48,0,148116.48,1,False,False,116973.48,False
634,Germany,Male,35,6,116269.01,1,True,False,129964.94,False
632,Spain,Male,38,1,120599.21,1,True,False,92816.86,False
501,France,Female,41,3,144260.5,1,True,False,172114.67,False
650,Spain,Female,25,3,86605.5,3,True,False,16649.31,True
786,France,Male,34,9,0.0,2,True,False,144517.19,False
554,Germany,Female,37,4,58629.97,1,False,False,182038.6,False
701,Spain,Female,42,5,0.0,2,False,False,24210.56,False
474,France,Male,45,10,0.0,2,False,False,172175.9,False
621,France,Female,43,5,0.0,1,True,True,47578.45,False
672,Spain,Female,56,2,209767.31,2,True,True,150694.42,True
459,Spain,Female,42,6,129634.25,2,True,True,177683.02,True
669,France,Male,23,1,0.0,2,False,False,66088.83,False
776,France,Female,38,2,169824.46,1,True,False,169291.7,False
694,France,Male,36,3,97530.25,1,True,True,117140.41,False
787,France,Female,42,10,145988.65,2,True,True,79510.37,False
580,France,Male,37,9,0.0,2,False,True,77108.66,False
711,France,Female,25,7,0.0,3,True,True,9679.28,False
673,France,Female,40,5,137494.28,1,True,False,81753.92,False
499,France,Female,57,1,0.0,1,False,False,131372.38,True
591,France,Male,24,6,147360.0,1,True,True,25310.82,False
769,France,Female,25,10,0.0,2,False,False,187925.75,False
657,Spain,Male,31,3,125167.02,1,False,False,98820.39,False
738,Germany,Male,43,9,121152.05,2,True,False,64166.7,True
545,Germany,Female,60,7,128981.07,1,False,True,176924.21,True
497,France,Male,47,6,0.0,1,True,True,90055.08,False
816,Spain,Male,67,6,151858.98,1,True,True,72814.31,False
525,France,Male,36,2,114628.4,1,False,True,168290.06,False
725,France,Male,46,6,0.0,2,True,False,161767.38,False
692,France,Female,28,8,95059.02,2,True,False,44420.18,False
618,France,Female,24,7,128736.39,1,False,True,37147.61,False
546,France,Male,24,8,156325.38,1,True,True,125381.02,False
635,France,Male,29,7,105405.97,1,True,True,149853.89,False
611,France,Female,49,2,88915.37,3,False,False,161435.02,True
650,France,Male,60,8,0.0,2,True,True,102925.76,False
606,France,Male,40,5,0.0,2,True,True,70899.27,False
844,France,Male,18,2,160980.03,1,False,False,145936.28,False
450,Spain,Female,46,5,177619.71,1,True,False,54227.06,False
727,Spain,Male,38,2,62276.99,1,True,True,59280.79,False
460,Germany,Male,46,4,127559.97,2,True,True,126952.5,False
649,France,Male,41,0,0.0,2,False,True,130567.02,False
758,Germany,Female,47,9,95523.16,1,True,False,73294.48,False
490,France,Female,35,7,107749.03,1,True,True,3937.37,False
815,Germany,Male,37,2,110777.26,2,True,False,2383.59,False
838,Spain,Female,39,5,166733.92,2,True,False,14279.44,False
803,France,Male,31,9,157120.86,2,True,False,141300.53,False
664,Germany,Female,36,2,127160.78,2,True,False,78140.75,False
736,Spain,Female,28,2,0.0,2,True,True,117431.1,False
633,France,Female,37,9,156091.97,1,True,False,72008.61,False
664,France,Male,58,5,98668.18,1,True,True,60887.58,False
600,France,Female,43,5,134022.06,1,True,False,194764.83,False
693,France,Female,35,5,124151.09,1,True,False,88705.14,True
663,Germany,Female,36,6,77253.5,1,False,False,35817.97,True
742,Germany,Female,21,1,114292.48,1,True,False,31520.4,False
710,Germany,Male,43,2,140080.32,3,True,True,157908.19,True
710,Spain,Female,27,2,135277.96,1,True,False,142200.15,False
700,France,Female,82,2,0.0,2,False,True,182055.36,False
720,Germany,Male,60,9,115920.62,2,False,False,157552.08,True
684,Spain,Male,41,2,119782.72,2,False,False,120284.67,False
531,France,Female,63,1,114715.71,1,False,True,24506.95,True
742,Germany,Female,36,2,129748.54,2,False,False,47271.61,True
717,France,Male,31,4,129722.57,1,False,False,41176.6,False
589,France,Male,32,2,0.0,2,False,True,9468.64,False
767,France,Male,36,3,139180.2,1,False,False,123880.19,False
636,Germany,Male,49,6,113599.74,2,True,False,158887.09,True
648,France,Male,33,7,134944.0,1,True,True,117036.38,False
622,Germany,Female,58,7,116922.25,1,True,False,120415.61,True
692,Spain,Male,28,9,118945.09,1,False,False,16064.25,True
754,France,Male,28,8,0.0,2,True,True,52615.62,False
679,Spain,Female,35,8,119182.73,1,False,False,121210.09,False
639,France,Male,27,8,0.0,2,True,False,192247.35,False
